[Measurement conditions]
Sample identification,
3.83500,69.0
3.84500,56.0
3.85500,68.0
3.86500,70.0
3.87500,74.0
3.88500,63.0
3.89500,52.0
3.90500,54.0
3.91500,54.0
3.92500,59.0
3.93500,45.0
3.94500,41.0
3.95500,41.0
3.96500,53.0
3.97500,55.0
3.98500,45.0
3.99500,50.0
4.00500,58.0
4.01500,36.0
4.02500,55.0
4.03500,46.0
4.04500,46.0
4.05500,52.0
4.06500,48.0
4.07500,43.0
4.08500,49.0
4.09500,42.0
4.10500,59.0
4.11500,51.0
4.12500,32.0
4.13500,52.0
4.14500,56.0
4.15500,44.0
4.16500,62.0
4.17500,51.0
4.18500,55.0
4.19500,62.0
4.20500,49.0
4.21500,37.0
4.22500,48.0
4.23500,60.0
4.24500,59.0
4.25500,46.0
4.26500,55.0
4.27500,54.0
4.28500,65.0
4.29500,61.0
4.30500,64.0
4.31500,59.0
4.32500,58.0
4.33500,56.0
4.34500,50.0
4.35500,54.0
4.36500,70.0
4.37500,47.0
4.38500,69.0
4.39500,71.0
4.40500,60.0
4.41500,53.0
4.42500,59.0
4.43500,65.0
4.44500,60.0
4.45500,64.0
4.46500,76.0
4.47500,50.0
4.48500,51.0
4.49500,73.0
4.50500,58.0
4.51500,62.0
4.52500,57.0
4.53500,61.0
4.54500,40.0
4.55500,57.0
4.56500,57.0
4.57500,65.0
4.58500,57.0
4.59500,42.0
4.60500,53.0
4.61500,50.0
4.62500,43.0
4.63500,36.0
4.64500,46.0
4.65500,42.0
4.66500,55.0
4.67500,48.0
4.68500,35.0
4.69500,46.0
4.70500,49.0
4.71500,45.0
4.72500,45.0
4.73500,41.0
4.74500,36.0
4.75500,32.0
4.76500,44.0
4.77500,47.0
4.78500,24.0
4.79500,35.0
4.80500,28.0
4.81500,32.0
4.82500,20.0
4.83500,29.0
4.84500,33.0
4.85500,30.0
4.86500,36.0
4.87500,26.0
4.88500,34.0
4.89500,20.0
4.90500,27.0
4.91500,20.0
4.92500,28.0
4.93500,22.0
4.94500,19.0
4.95500,19.0
4.96500,15.0
4.97500,24.0
4.98500,26.0
4.99500,19.0
5.00500,25.0
5.01500,21.0
5.02500,14.0
5.03500,19.0
5.04500,18.0
5.05500,28.0
5.06500,18.0
5.07500,17.0
5.08500,27.0
5.09500,18.0
5.10500,18.0
5.11500,15.0
5.12500,16.0
5.13500,24.0
5.14500,16.0
5.15500,17.0
5.16500,14.0
5.17500,16.0
5.18500,21.0
5.19500,19.0
5.20500,19.0
5.21500,18.0
5.22500,16.0
5.23500,20.0
5.24500,11.0
5.25500,22.0
5.26500,14.0
5.27500,14.0
5.28500,17.0
5.29500,18.0
5.30500,15.0
5.31500,13.0
5.32500,18.0
5.33500,24.0
5.34500,29.0
5.35500,17.0
5.36500,27.0
5.37500,17.0
5.38500,15.0
5.39500,26.0
5.40500,24.0
5.41500,26.0
5.42500,21.0
5.43500,18.0
5.44500,16.0
5.45500,19.0
5.46500,15.0
5.47500,14.0
5.48500,23.0
5.49500,18.0
5.50500,19.0
5.51500,18.0
5.52500,22.0
5.53500,19.0
5.54500,27.0
5.55500,13.0
5.56500,22.0
5.57500,17.0
5.58500,17.0
5.59500,20.0
5.60500,30.0
5.61500,14.0
5.62500,13.0
5.63500,17.0
5.64500,15.0
5.65500,25.0
5.66500,17.0
5.67500,14.0
5.68500,13.0
5.69500,13.0
5.70500,16.0
5.71500,15.0
5.72500,17.0
5.73500,16.0
5.74500,18.0
5.75500,10.0
5.76500,18.0
5.77500,6.0
5.78500,11.0
5.79500,19.0
5.80500,15.0
5.81500,16.0
5.82500,13.0
5.83500,13.0
5.84500,16.0
5.85500,6.0
5.86500,21.0
5.87500,9.0
5.88500,13.0
5.89500,11.0
5.90500,11.0
5.91500,8.0
5.92500,20.0
5.93500,13.0
5.94500,12.0
5.95500,13.0
5.96500,12.0
5.97500,8.0
5.98500,8.0
5.99500,14.0
6.00500,6.0
6.01500,12.0
6.02500,10.0
6.03500,14.0
6.04500,12.0
6.05500,6.0
6.06500,7.0
6.07500,16.0
6.08500,4.0
6.09500,17.0
6.10500,12.0
6.11500,5.0
6.12500,10.0
6.13500,7.0
6.14500,10.0
6.15500,9.0
6.16500,8.0
6.17500,6.0
6.18500,14.0
6.19500,16.0
6.20500,8.0
6.21500,9.0
6.22500,8.0
6.23500,11.0
6.24500,8.0
6.25500,17.0
6.26500,12.0
6.27500,8.0
6.28500,12.0
6.29500,13.0
6.30500,14.0
6.31500,13.0
6.32500,14.0
6.33500,7.0
6.34500,9.0
6.35500,10.0
6.36500,12.0
6.37500,7.0
6.38500,12.0
6.39500,6.0
6.40500,15.0
6.41500,10.0
6.42500,6.0
6.43500,9.0
6.44500,11.0
6.45500,9.0
6.46500,5.0
6.47500,13.0
6.48500,9.0
6.49500,13.0
6.50500,14.0
6.51500,6.0
6.52500,7.0
6.53500,7.0
6.54500,11.0
6.55500,12.0
6.56500,17.0
6.57500,7.0
6.58500,10.0
6.59500,7.0
6.60500,8.0
6.61500,16.0
6.62500,12.0
6.63500,9.0
6.64500,12.0
6.65500,7.0
6.66500,4.0
6.67500,15.0
6.68500,12.0
6.69500,8.0
6.70500,3.0
6.71500,16.0
6.72500,5.0
6.73500,8.0
6.74500,4.0
6.75500,11.0
6.76500,5.0
6.77500,0.0
6.78500,7.0
6.79500,10.0
6.80500,4.0
6.81500,8.0
6.82500,9.0
6.83500,12.0
6.84500,4.0
6.85500,9.0
6.86500,3.0
6.87500,9.0
6.88500,8.0
6.89500,6.0
6.90500,14.0
6.91500,6.0
6.92500,7.0
6.93500,13.0
6.94500,6.0
6.95500,4.0
6.96500,9.0
6.97500,7.0
6.98500,9.0
6.99500,6.0
7.00500,6.0
7.01500,6.0
7.02500,8.0
7.03500,3.0
7.04500,3.0
7.05500,5.0
7.06500,4.0
7.07500,9.0
7.08500,7.0
7.09500,6.0
7.10500,1.0
7.11500,6.0
7.12500,4.0
7.13500,6.0
7.14500,12.0
7.15500,6.0
7.16500,7.0
7.17500,8.0
7.18500,3.0
7.19500,7.0
7.20500,4.0
7.21500,6.0
7.22500,6.0
7.23500,8.0
7.24500,8.0
7.25500,9.0
7.26500,6.0
7.27500,2.0
7.28500,4.0
7.29500,10.0
7.30500,5.0
7.31500,8.0
7.32500,6.0
7.33500,8.0
7.34500,4.0
7.35500,3.0
7.36500,4.0
7.37500,8.0
7.38500,5.0
7.39500,4.0
7.40500,3.0
7.41500,2.0
7.42500,9.0
7.43500,3.0
7.44500,9.0
7.45500,8.0
7.46500,5.0
7.47500,12.0
7.48500,6.0
7.49500,4.0
7.50500,6.0
7.51500,3.0
7.52500,7.0
7.53500,8.0
7.54500,10.0
7.55500,4.0
7.56500,6.0
7.57500,6.0
7.58500,3.0
7.59500,4.0
7.60500,6.0
7.61500,5.0
7.62500,4.0
7.63500,6.0
7.64500,7.0
7.65500,7.0
7.66500,8.0
7.67500,5.0
7.68500,6.0
7.69500,2.0
7.70500,4.0
7.71500,6.0
7.72500,6.0
7.73500,6.0
7.74500,6.0
7.75500,7.0
7.76500,8.0
7.77500,9.0
7.78500,6.0
7.79500,2.0
7.80500,6.0
7.81500,4.0
7.82500,7.0
7.83500,6.0
7.84500,7.0
7.85500,13.0
7.86500,5.0
7.87500,2.0
7.88500,9.0
7.89500,3.0
7.90500,8.0
7.91500,3.0
7.92500,2.0
7.93500,5.0
7.94500,5.0
7.95500,5.0
7.96500,5.0
7.97500,3.0
7.98500,8.0
7.99500,5.0
8.00500,8.0
8.01500,6.0
8.02500,6.0
8.03500,10.0
8.04500,5.0
8.05500,6.0
8.06500,5.0
8.07500,6.0
8.08500,6.0
8.09500,3.0
8.10500,4.0
8.11500,2.0
8.12500,4.0
8.13500,4.0
8.14500,7.0
8.15500,2.0
8.16500,5.0
8.17500,4.0
8.18500,5.0
8.19500,4.0
8.20500,2.0
8.21500,7.0
8.22500,6.0
8.23500,3.0
8.24500,2.0
8.25500,7.0
8.26500,1.0
8.27500,2.0
8.28500,2.0
8.29500,3.0
8.30500,2.0
8.31500,1.0
8.32500,1.0
8.33500,4.0
8.34500,3.0
8.35500,3.0
8.36500,5.0
8.37500,4.0
8.38500,2.0
8.39500,3.0
8.40500,7.0
8.41500,2.0
8.42500,4.0
8.43500,5.0
8.44500,5.0
8.45500,9.0
8.46500,4.0
8.47500,2.0
8.48500,3.0
8.49500,2.0
8.50500,2.0
8.51500,1.0
8.52500,6.0
8.53500,4.0
8.54500,4.0
8.55500,5.0
8.56500,1.0
8.57500,4.0
8.58500,10.0
8.59500,1.0
8.60500,4.0
8.61500,4.0
8.62500,3.0
8.63500,1.0
8.64500,10.0
8.65500,4.0
8.66500,4.0
8.67500,1.0
8.68500,3.0
8.69500,3.0
8.70500,3.0
8.71500,5.0
8.72500,4.0
8.73500,3.0
8.74500,3.0
8.75500,3.0
8.76500,5.0
8.77500,5.0
8.78500,2.0
8.79500,5.0
8.80500,2.0
8.81500,2.0
8.82500,4.0
8.83500,4.0
8.84500,0.0
8.85500,4.0
8.86500,7.0
8.87500,6.0
8.88500,1.0
8.89500,6.0
8.90500,1.0
8.91500,2.0
8.92500,6.0
8.93500,2.0
8.94500,4.0
8.95500,7.0
8.96500,4.0
8.97500,1.0
8.98500,4.0
8.99500,3.0
9.00500,6.0
9.01500,5.0
9.02500,3.0
9.03500,4.0
9.04500,7.0
9.05500,4.0
9.06500,2.0
9.07500,4.0
9.08500,1.0
9.09500,5.0
9.10500,1.0
9.11500,2.0
9.12500,2.0
9.13500,5.0
9.14500,4.0
9.15500,2.0
9.16500,2.0
9.17500,5.0
9.18500,5.0
9.19500,3.0
9.20500,2.0
9.21500,4.0
9.22500,2.0
9.23500,2.0
9.24500,4.0
9.25500,4.0
9.26500,3.0
9.27500,3.0
9.28500,0.0
9.29500,4.0
9.30500,5.0
9.31500,4.0
9.32500,4.0
9.33500,2.0
9.34500,0.0
9.35500,2.0
9.36500,3.0
9.37500,3.0
9.38500,2.0
9.39500,2.0
9.40500,5.0
9.41500,3.0
9.42500,2.0
9.43500,4.0
9.44500,2.0
9.45500,2.0
9.46500,5.0
9.47500,5.0
9.48500,3.0
9.49500,2.0
9.50500,2.0
9.51500,2.0
9.52500,7.0
9.53500,9.0
9.54500,8.0
9.55500,3.0
9.56500,3.0
9.57500,4.0
9.58500,5.0
9.59500,4.0
9.60500,5.0
9.61500,5.0
9.62500,2.0
9.63500,2.0
9.64500,2.0
9.65500,6.0
9.66500,2.0
9.67500,2.0
9.68500,1.0
9.69500,4.0
9.70500,5.0
9.71500,2.0
9.72500,0.0
9.73500,5.0
9.74500,4.0
9.75500,2.0
9.76500,4.0
9.77500,6.0
9.78500,2.0
9.79500,3.0
9.80500,2.0
9.81500,6.0
9.82500,6.0
9.83500,1.0
9.84500,3.0
9.85500,3.0
9.86500,5.0
9.87500,3.0
9.88500,3.0
9.89500,3.0
9.90500,6.0
9.91500,3.0
9.92500,4.0
9.93500,4.0
9.94500,2.0
9.95500,2.0
9.96500,2.0
9.97500,7.0
9.98500,5.0
9.99500,3.0
10.00500,3.0
10.01500,4.0
10.02500,4.0
10.03500,8.0
10.04500,3.0
10.05500,1.0
10.06500,4.0
10.07500,2.0
10.08500,6.0
10.09500,5.0
10.10500,2.0
10.11500,2.0
10.12500,4.0
10.13500,5.0
10.14500,1.0
10.15500,3.0
10.16500,0.0
10.17500,3.0
10.18500,3.0
10.19500,1.0
10.20500,4.0
10.21500,1.0
10.22500,3.0
10.23500,3.0
10.24500,1.0
10.25500,2.0
10.26500,1.0
10.27500,6.0
10.28500,5.0
10.29500,1.0
10.30500,5.0
10.31500,3.0
10.32500,5.0
10.33500,1.0
10.34500,7.0
10.35500,4.0
10.36500,3.0
10.37500,1.0
10.38500,1.0
10.39500,6.0
10.40500,2.0
10.41500,1.0
10.42500,6.0
10.43500,3.0
10.44500,1.0
10.45500,3.0
10.46500,1.0
10.47500,4.0
10.48500,4.0
10.49500,2.0
10.50500,1.0
10.51500,2.0
10.52500,2.0
10.53500,3.0
10.54500,3.0
10.55500,8.0
10.56500,2.0
10.57500,1.0
10.58500,3.0
10.59500,7.0
10.60500,4.0
10.61500,4.0
10.62500,4.0
10.63500,1.0
10.64500,2.0
10.65500,5.0
10.66500,5.0
10.67500,2.0
10.68500,2.0
10.69500,3.0
10.70500,4.0
10.71500,5.0
10.72500,4.0
10.73500,1.0
10.74500,2.0
10.75500,3.0
10.76500,2.0
10.77500,7.0
10.78500,6.0
10.79500,3.0
10.80500,2.0
10.81500,2.0
10.82500,3.0
10.83500,4.0
10.84500,3.0
10.85500,4.0
10.86500,4.0
10.87500,4.0
10.88500,6.0
10.89500,3.0
10.90500,4.0
10.91500,4.0
10.92500,2.0
10.93500,5.0
10.94500,5.0
10.95500,5.0
10.96500,1.0
10.97500,7.0
10.98500,2.0
10.99500,1.0
11.00500,2.0
11.01500,2.0
11.02500,5.0
11.03500,2.0
11.04500,4.0
11.05500,2.0
11.06500,3.0
11.07500,3.0
11.08500,3.0
11.09500,4.0
11.10500,1.0
11.11500,4.0
11.12500,2.0
11.13500,2.0
11.14500,3.0
11.15500,0.0
11.16500,2.0
11.17500,4.0
11.18500,2.0
11.19500,3.0
11.20500,4.0
11.21500,0.0
11.22500,1.0
11.23500,0.0
11.24500,3.0
11.25500,5.0
11.26500,5.0
11.27500,2.0
11.28500,3.0
11.29500,4.0
11.30500,1.0
11.31500,2.0
11.32500,1.0
11.33500,1.0
11.34500,4.0
11.35500,3.0
11.36500,3.0
11.37500,3.0
11.38500,0.0
11.39500,0.0
11.40500,3.0
11.41500,6.0
11.42500,8.0
11.43500,5.0
11.44500,2.0
11.45500,3.0
11.46500,2.0
11.47500,3.0
11.48500,1.0
11.49500,0.0
11.50500,4.0
11.51500,1.0
11.52500,5.0
11.53500,4.0
11.54500,3.0
11.55500,3.0
11.56500,2.0
11.57500,4.0
11.58500,1.0
11.59500,2.0
11.60500,3.0
11.61500,3.0
11.62500,5.0
11.63500,6.0
11.64500,4.0
11.65500,5.0
11.66500,5.0
11.67500,1.0
11.68500,0.0
11.69500,4.0
11.70500,3.0
11.71500,5.0
11.72500,3.0
11.73500,2.0
11.74500,3.0
11.75500,4.0
11.76500,3.0
11.77500,3.0
11.78500,2.0
11.79500,1.0
11.80500,0.0
11.81500,3.0
11.82500,6.0
11.83500,5.0
11.84500,3.0
11.85500,2.0
11.86500,7.0
11.87500,5.0
11.88500,4.0
11.89500,3.0
11.90500,2.0
11.91500,3.0
11.92500,2.0
11.93500,4.0
11.94500,2.0
11.95500,4.0
11.96500,3.0
11.97500,2.0
11.98500,2.0
11.99500,3.0
12.00500,2.0
12.01500,2.0
12.02500,3.0
12.03500,3.0
12.04500,2.0
12.05500,2.0
12.06500,2.0
12.07500,4.0
12.08500,3.0
12.09500,2.0
12.10500,3.0
12.11500,0.0
12.12500,4.0
12.13500,4.0
12.14500,4.0
12.15500,2.0
12.16500,2.0
12.17500,2.0
12.18500,1.0
12.19500,1.0
12.20500,5.0
12.21500,2.0
12.22500,0.0
12.23500,2.0
12.24500,4.0
12.25500,0.0
12.26500,2.0
12.27500,2.0
12.28500,1.0
12.29500,3.0
12.30500,4.0
12.31500,1.0
12.32500,2.0
12.33500,0.0
12.34500,1.0
12.35500,4.0
12.36500,2.0
12.37500,6.0
12.38500,3.0
12.39500,0.0
12.40500,6.0
12.41500,5.0
12.42500,5.0
12.43500,2.0
12.44500,0.0
12.45500,4.0
12.46500,7.0
12.47500,2.0
12.48500,1.0
12.49500,3.0
12.50500,3.0
12.51500,2.0
12.52500,1.0
12.53500,4.0
12.54500,2.0
12.55500,4.0
12.56500,2.0
12.57500,2.0
12.58500,4.0
12.59500,6.0
12.60500,1.0
12.61500,3.0
12.62500,1.0
12.63500,4.0
12.64500,3.0
12.65500,3.0
12.66500,5.0
12.67500,4.0
12.68500,1.0
12.69500,4.0
12.70500,3.0
12.71500,2.0
12.72500,1.0
12.73500,2.0
12.74500,2.0
12.75500,1.0
12.76500,6.0
12.77500,1.0
12.78500,3.0
12.79500,1.0
12.80500,2.0
12.81500,3.0
12.82500,2.0
12.83500,1.0
12.84500,3.0
12.85500,2.0
12.86500,3.0
12.87500,0.0
12.88500,1.0
12.89500,1.0
12.90500,3.0
12.91500,5.0
12.92500,1.0
12.93500,2.0
12.94500,3.0
12.95500,4.0
12.96500,4.0
12.97500,2.0
12.98500,3.0
12.99500,3.0
13.00500,1.0
13.01500,4.0
13.02500,1.0
13.03500,7.0
13.04500,4.0
13.05500,3.0
13.06500,1.0
13.07500,2.0
13.08500,4.0
13.09500,6.0
13.10500,4.0
13.11500,4.0
13.12500,3.0
13.13500,2.0
13.14500,6.0
13.15500,2.0
13.16500,1.0
13.17500,2.0
13.18500,1.0
13.19500,2.0
13.20500,2.0
13.21500,1.0
13.22500,2.0
13.23500,1.0
13.24500,1.0
13.25500,4.0
13.26500,2.0
13.27500,3.0
13.28500,3.0
13.29500,2.0
13.30500,2.0
13.31500,0.0
13.32500,2.0
13.33500,2.0
13.34500,2.0
13.35500,2.0
13.36500,3.0
13.37500,2.0
13.38500,2.0
13.39500,4.0
13.40500,1.0
13.41500,3.0
13.42500,4.0
13.43500,2.0
13.44500,4.0
13.45500,1.0
13.46500,3.0
13.47500,4.0
13.48500,3.0
13.49500,2.0
13.50500,6.0
13.51500,3.0
13.52500,4.0
13.53500,6.0
13.54500,4.0
13.55500,1.0
13.56500,3.0
13.57500,3.0
13.58500,3.0
13.59500,1.0
13.60500,2.0
13.61500,1.0
13.62500,2.0
13.63500,4.0
13.64500,2.0
13.65500,0.0
13.66500,4.0
13.67500,3.0
13.68500,5.0
13.69500,2.0
13.70500,0.0
13.71500,2.0
13.72500,2.0
13.73500,3.0
13.74500,2.0
13.75500,0.0
13.76500,1.0
13.77500,6.0
13.78500,3.0
13.79500,2.0
13.80500,1.0
13.81500,1.0
13.82500,1.0
13.83500,3.0
13.84500,0.0
13.85500,4.0
13.86500,1.0
13.87500,2.0
13.88500,1.0
13.89500,1.0
13.90500,2.0
13.91500,2.0
13.92500,5.0
13.93500,2.0
13.94500,2.0
13.95500,2.0
13.96500,3.0
13.97500,2.0
13.98500,1.0
13.99500,0.0
14.00500,0.0
14.01500,0.0
14.02500,1.0
14.03500,1.0
14.04500,4.0
14.05500,3.0
14.06500,3.0
14.07500,3.0
14.08500,2.0
14.09500,3.0
14.10500,2.0
14.11500,2.0
14.12500,2.0
14.13500,3.0
14.14500,3.0
14.15500,2.0
14.16500,3.0
14.17500,4.0
14.18500,2.0
14.19500,0.0
14.20500,4.0
14.21500,1.0
14.22500,1.0
14.23500,0.0
14.24500,3.0
14.25500,2.0
14.26500,1.0
14.27500,2.0
14.28500,0.0
14.29500,1.0
14.30500,1.0
14.31500,1.0
14.32500,4.0
14.33500,2.0
14.34500,3.0
14.35500,3.0
14.36500,4.0
14.37500,2.0
14.38500,2.0
14.39500,1.0
14.40500,0.0
14.41500,2.0
14.42500,2.0
14.43500,2.0
14.44500,2.0
14.45500,3.0
14.46500,4.0
14.47500,3.0
14.48500,4.0
14.49500,3.0
14.50500,2.0
14.51500,1.0
14.52500,7.0
14.53500,3.0
14.54500,3.0
14.55500,2.0
14.56500,2.0
14.57500,2.0
14.58500,1.0
14.59500,2.0
14.60500,0.0
14.61500,2.0
14.62500,2.0
14.63500,2.0
14.64500,3.0
14.65500,4.0
14.66500,1.0
14.67500,3.0
14.68500,4.0
14.69500,4.0
14.70500,2.0
14.71500,7.0
14.72500,1.0
14.73500,2.0
14.74500,3.0
14.75500,1.0
14.76500,3.0
14.77500,4.0
14.78500,2.0
14.79500,2.0
14.80500,4.0
14.81500,1.0
14.82500,4.0
14.83500,3.0
14.84500,1.0
14.85500,0.0
14.86500,3.0
14.87500,5.0
14.88500,1.0
14.89500,3.0
14.90500,5.0
14.91500,0.0
14.92500,3.0
14.93500,4.0
14.94500,0.0
14.95500,1.0
14.96500,4.0
14.97500,1.0
14.98500,1.0
14.99500,4.0
