[Measurement conditions]
Sample identification,
3.86500,162.0
3.87500,134.0
3.88500,151.0
3.89500,151.0
3.90500,154.0
3.91500,163.0
3.92500,158.0
3.93500,142.0
3.94500,156.0
3.95500,141.0
3.96500,115.0
3.97500,120.0
3.98500,122.0
3.99500,120.0
4.00500,117.0
4.01500,106.0
4.02500,133.0
4.03500,114.0
4.04500,94.0
4.05500,91.0
4.06500,112.0
4.07500,86.0
4.08500,101.0
4.09500,90.0
4.10500,84.0
4.11500,83.0
4.12500,72.0
4.13500,70.0
4.14500,77.0
4.15500,79.0
4.16500,95.0
4.17500,74.0
4.18500,72.0
4.19500,69.0
4.20500,74.0
4.21500,49.0
4.22500,64.0
4.23500,54.0
4.24500,61.0
4.25500,61.0
4.26500,58.0
4.27500,52.0
4.28500,54.0
4.29500,61.0
4.30500,55.0
4.31500,64.0
4.32500,67.0
4.33500,62.0
4.34500,66.0
4.35500,52.0
4.36500,49.0
4.37500,58.0
4.38500,67.0
4.39500,72.0
4.40500,71.0
4.41500,60.0
4.42500,64.0
4.43500,81.0
4.44500,58.0
4.45500,63.0
4.46500,62.0
4.47500,66.0
4.48500,67.0
4.49500,62.0
4.50500,70.0
4.51500,74.0
4.52500,82.0
4.53500,73.0
4.54500,74.0
4.55500,67.0
4.56500,70.0
4.57500,61.0
4.58500,80.0
4.59500,87.0
4.60500,71.0
4.61500,83.0
4.62500,101.0
4.63500,81.0
4.64500,90.0
4.65500,62.0
4.66500,77.0
4.67500,72.0
4.68500,76.0
4.69500,80.0
4.70500,72.0
4.71500,83.0
4.72500,88.0
4.73500,89.0
4.74500,78.0
4.75500,66.0
4.76500,75.0
4.77500,57.0
4.78500,84.0
4.79500,73.0
4.80500,81.0
4.81500,77.0
4.82500,51.0
4.83500,67.0
4.84500,64.0
4.85500,65.0
4.86500,63.0
4.87500,72.0
4.88500,62.0
4.89500,62.0
4.90500,65.0
4.91500,66.0
4.92500,78.0
4.93500,64.0
4.94500,67.0
4.95500,57.0
4.96500,73.0
4.97500,38.0
4.98500,60.0
4.99500,55.0
5.00500,52.0
5.01500,49.0
5.02500,59.0
5.03500,41.0
5.04500,46.0
5.05500,46.0
5.06500,42.0
5.07500,45.0
5.08500,48.0
5.09500,44.0
5.10500,43.0
5.11500,51.0
5.12500,51.0
5.13500,44.0
5.14500,46.0
5.15500,36.0
5.16500,36.0
5.17500,40.0
5.18500,33.0
5.19500,33.0
5.20500,50.0
5.21500,43.0
5.22500,43.0
5.23500,29.0
5.24500,27.0
5.25500,31.0
5.26500,40.0
5.27500,45.0
5.28500,37.0
5.29500,36.0
5.30500,40.0
5.31500,44.0
5.32500,43.0
5.33500,43.0
5.34500,38.0
5.35500,32.0
5.36500,37.0
5.37500,31.0
5.38500,51.0
5.39500,34.0
5.40500,45.0
5.41500,47.0
5.42500,48.0
5.43500,50.0
5.44500,47.0
5.45500,43.0
5.46500,55.0
5.47500,36.0
5.48500,40.0
5.49500,45.0
5.50500,44.0
5.51500,44.0
5.52500,45.0
5.53500,53.0
5.54500,38.0
5.55500,55.0
5.56500,54.0
5.57500,43.0
5.58500,39.0
5.59500,51.0
5.60500,51.0
5.61500,55.0
5.62500,58.0
5.63500,46.0
5.64500,43.0
5.65500,56.0
5.66500,43.0
5.67500,39.0
5.68500,47.0
5.69500,44.0
5.70500,52.0
5.71500,48.0
5.72500,55.0
5.73500,55.0
5.74500,41.0
5.75500,41.0
5.76500,42.0
5.77500,46.0
5.78500,44.0
5.79500,42.0
5.80500,51.0
5.81500,53.0
5.82500,46.0
5.83500,48.0
5.84500,37.0
5.85500,36.0
5.86500,36.0
5.87500,37.0
5.88500,29.0
5.89500,40.0
5.90500,40.0
5.91500,35.0
5.92500,45.0
5.93500,36.0
5.94500,43.0
5.95500,30.0
5.96500,28.0
5.97500,41.0
5.98500,28.0
5.99500,30.0
6.00500,28.0
6.01500,33.0
6.02500,32.0
6.03500,26.0
6.04500,24.0
6.05500,24.0
6.06500,33.0
6.07500,24.0
6.08500,36.0
6.09500,29.0
6.10500,25.0
6.11500,27.0
6.12500,33.0
6.13500,34.0
6.14500,29.0
6.15500,21.0
6.16500,26.0
6.17500,30.0
6.18500,35.0
6.19500,29.0
6.20500,38.0
6.21500,43.0
6.22500,32.0
6.23500,32.0
6.24500,29.0
6.25500,31.0
6.26500,21.0
6.27500,26.0
6.28500,23.0
6.29500,29.0
6.30500,34.0
6.31500,36.0
6.32500,29.0
6.33500,38.0
6.34500,20.0
6.35500,33.0
6.36500,30.0
6.37500,38.0
6.38500,30.0
6.39500,34.0
6.40500,31.0
6.41500,42.0
6.42500,35.0
6.43500,31.0
6.44500,31.0
6.45500,31.0
6.46500,44.0
6.47500,35.0
6.48500,30.0
6.49500,36.0
6.50500,29.0
6.51500,37.0
6.52500,34.0
6.53500,31.0
6.54500,33.0
6.55500,34.0
6.56500,28.0
6.57500,31.0
6.58500,41.0
6.59500,27.0
6.60500,29.0
6.61500,38.0
6.62500,34.0
6.63500,34.0
6.64500,34.0
6.65500,35.0
6.66500,25.0
6.67500,31.0
6.68500,39.0
6.69500,39.0
6.70500,35.0
6.71500,27.0
6.72500,28.0
6.73500,20.0
6.74500,21.0
6.75500,28.0
6.76500,31.0
6.77500,34.0
6.78500,31.0
6.79500,41.0
6.80500,35.0
6.81500,20.0
6.82500,26.0
6.83500,37.0
6.84500,26.0
6.85500,29.0
6.86500,20.0
6.87500,28.0
6.88500,21.0
6.89500,22.0
6.90500,25.0
6.91500,30.0
6.92500,20.0
6.93500,28.0
6.94500,24.0
6.95500,17.0
6.96500,20.0
6.97500,24.0
6.98500,21.0
6.99500,25.0
7.00500,40.0
7.01500,28.0
7.02500,21.0
7.03500,37.0
7.04500,25.0
7.05500,20.0
7.06500,29.0
7.07500,26.0
7.08500,26.0
7.09500,18.0
7.10500,28.0
7.11500,28.0
7.12500,24.0
7.13500,27.0
7.14500,25.0
7.15500,18.0
7.16500,22.0
7.17500,20.0
7.18500,25.0
7.19500,23.0
7.20500,28.0
7.21500,23.0
7.22500,29.0
7.23500,25.0
7.24500,29.0
7.25500,17.0
7.26500,27.0
7.27500,32.0
7.28500,27.0
7.29500,24.0
7.30500,24.0
7.31500,22.0
7.32500,23.0
7.33500,17.0
7.34500,25.0
7.35500,34.0
7.36500,36.0
7.37500,17.0
7.38500,29.0
7.39500,34.0
7.40500,28.0
7.41500,34.0
7.42500,35.0
7.43500,33.0
7.44500,23.0
7.45500,33.0
7.46500,22.0
7.47500,24.0
7.48500,29.0
7.49500,28.0
7.50500,28.0
7.51500,25.0
7.52500,25.0
7.53500,28.0
7.54500,24.0
7.55500,26.0
7.56500,34.0
7.57500,27.0
7.58500,27.0
7.59500,21.0
7.60500,26.0
7.61500,31.0
7.62500,22.0
7.63500,27.0
7.64500,36.0
7.65500,29.0
7.66500,23.0
7.67500,27.0
7.68500,26.0
7.69500,19.0
7.70500,25.0
7.71500,25.0
7.72500,31.0
7.73500,30.0
7.74500,36.0
7.75500,26.0
7.76500,26.0
7.77500,36.0
7.78500,27.0
7.79500,23.0
7.80500,24.0
7.81500,23.0
7.82500,32.0
7.83500,25.0
7.84500,31.0
7.85500,26.0
7.86500,25.0
7.87500,28.0
7.88500,30.0
7.89500,35.0
7.90500,20.0
7.91500,23.0
7.92500,25.0
7.93500,28.0
7.94500,22.0
7.95500,24.0
7.96500,29.0
7.97500,26.0
7.98500,30.0
7.99500,24.0
8.00500,24.0
8.01500,18.0
8.02500,33.0
8.03500,18.0
8.04500,27.0
8.05500,24.0
8.06500,26.0
8.07500,23.0
8.08500,27.0
8.09500,25.0
8.10500,24.0
8.11500,20.0
8.12500,31.0
8.13500,23.0
8.14500,33.0
8.15500,23.0
8.16500,27.0
8.17500,19.0
8.18500,34.0
8.19500,32.0
8.20500,30.0
8.21500,26.0
8.22500,27.0
8.23500,19.0
8.24500,27.0
8.25500,27.0
8.26500,36.0
8.27500,38.0
8.28500,28.0
8.29500,25.0
8.30500,25.0
8.31500,18.0
8.32500,24.0
8.33500,25.0
8.34500,25.0
8.35500,29.0
8.36500,30.0
8.37500,28.0
8.38500,34.0
8.39500,41.0
8.40500,28.0
8.41500,27.0
8.42500,19.0
8.43500,33.0
8.44500,25.0
8.45500,24.0
8.46500,21.0
8.47500,26.0
8.48500,30.0
8.49500,24.0
8.50500,34.0
8.51500,23.0
8.52500,29.0
8.53500,22.0
8.54500,24.0
8.55500,23.0
8.56500,29.0
8.57500,23.0
8.58500,34.0
8.59500,20.0
8.60500,28.0
8.61500,27.0
8.62500,35.0
8.63500,28.0
8.64500,27.0
8.65500,26.0
8.66500,28.0
8.67500,36.0
8.68500,28.0
8.69500,24.0
8.70500,27.0
8.71500,21.0
8.72500,35.0
8.73500,26.0
8.74500,23.0
8.75500,38.0
8.76500,23.0
8.77500,20.0
8.78500,25.0
8.79500,25.0
8.80500,31.0
8.81500,30.0
8.82500,21.0
8.83500,30.0
8.84500,23.0
8.85500,20.0
8.86500,29.0
8.87500,15.0
8.88500,30.0
8.89500,27.0
8.90500,27.0
8.91500,23.0
8.92500,20.0
8.93500,18.0
8.94500,20.0
8.95500,21.0
8.96500,32.0
8.97500,22.0
8.98500,28.0
8.99500,30.0
9.00500,18.0
9.01500,21.0
9.02500,28.0
9.03500,30.0
9.04500,28.0
9.05500,15.0
9.06500,19.0
9.07500,17.0
9.08500,27.0
9.09500,16.0
9.10500,20.0
9.11500,24.0
9.12500,18.0
9.13500,23.0
9.14500,27.0
9.15500,24.0
9.16500,20.0
9.17500,35.0
9.18500,24.0
9.19500,28.0
9.20500,26.0
9.21500,26.0
9.22500,21.0
9.23500,25.0
9.24500,17.0
9.25500,13.0
9.26500,19.0
9.27500,21.0
9.28500,20.0
9.29500,17.0
9.30500,29.0
9.31500,25.0
9.32500,15.0
9.33500,21.0
9.34500,19.0
9.35500,20.0
9.36500,22.0
9.37500,23.0
9.38500,30.0
9.39500,17.0
9.40500,27.0
9.41500,24.0
9.42500,20.0
9.43500,29.0
9.44500,23.0
9.45500,16.0
9.46500,21.0
9.47500,26.0
9.48500,16.0
9.49500,25.0
9.50500,22.0
9.51500,19.0
9.52500,37.0
9.53500,21.0
9.54500,26.0
9.55500,19.0
9.56500,24.0
9.57500,23.0
9.58500,19.0
9.59500,18.0
9.60500,16.0
9.61500,22.0
9.62500,18.0
9.63500,23.0
9.64500,21.0
9.65500,15.0
9.66500,18.0
9.67500,21.0
9.68500,24.0
9.69500,16.0
9.70500,11.0
9.71500,18.0
9.72500,19.0
9.73500,16.0
9.74500,18.0
9.75500,14.0
9.76500,23.0
9.77500,23.0
9.78500,21.0
9.79500,16.0
9.80500,23.0
9.81500,16.0
9.82500,17.0
9.83500,21.0
9.84500,21.0
9.85500,16.0
9.86500,20.0
9.87500,21.0
9.88500,18.0
9.89500,15.0
9.90500,19.0
9.91500,16.0
9.92500,17.0
9.93500,21.0
9.94500,14.0
9.95500,23.0
9.96500,14.0
9.97500,16.0
9.98500,22.0
9.99500,13.0
10.00500,20.0
10.01500,15.0
10.02500,18.0
10.03500,18.0
10.04500,22.0
10.05500,21.0
10.06500,27.0
10.07500,24.0
10.08500,23.0
10.09500,16.0
10.10500,17.0
10.11500,13.0
10.12500,18.0
10.13500,20.0
10.14500,13.0
10.15500,14.0
10.16500,20.0
10.17500,17.0
10.18500,17.0
10.19500,21.0
10.20500,19.0
10.21500,20.0
10.22500,17.0
10.23500,21.0
10.24500,20.0
10.25500,17.0
10.26500,16.0
10.27500,14.0
10.28500,23.0
10.29500,16.0
10.30500,20.0
10.31500,11.0
10.32500,11.0
10.33500,15.0
10.34500,17.0
10.35500,12.0
10.36500,16.0
10.37500,14.0
10.38500,15.0
10.39500,20.0
10.40500,11.0
10.41500,13.0
10.42500,14.0
10.43500,16.0
10.44500,13.0
10.45500,20.0
10.46500,21.0
10.47500,20.0
10.48500,15.0
10.49500,13.0
10.50500,19.0
10.51500,16.0
10.52500,20.0
10.53500,15.0
10.54500,11.0
10.55500,9.0
10.56500,12.0
10.57500,14.0
10.58500,11.0
10.59500,8.0
10.60500,19.0
10.61500,16.0
10.62500,17.0
10.63500,16.0
10.64500,15.0
10.65500,8.0
10.66500,17.0
10.67500,18.0
10.68500,21.0
10.69500,5.0
10.70500,13.0
10.71500,6.0
10.72500,10.0
10.73500,16.0
10.74500,10.0
10.75500,13.0
10.76500,9.0
10.77500,13.0
10.78500,15.0
10.79500,11.0
10.80500,9.0
10.81500,20.0
10.82500,7.0
10.83500,14.0
10.84500,18.0
10.85500,18.0
10.86500,9.0
10.87500,14.0
10.88500,12.0
10.89500,15.0
10.90500,16.0
10.91500,16.0
10.92500,15.0
10.93500,12.0
10.94500,14.0
10.95500,13.0
10.96500,12.0
10.97500,15.0
10.98500,11.0
10.99500,9.0
11.00500,14.0
11.01500,8.0
11.02500,9.0
11.03500,14.0
11.04500,11.0
11.05500,8.0
11.06500,17.0
11.07500,13.0
11.08500,11.0
11.09500,13.0
11.10500,16.0
11.11500,10.0
11.12500,13.0
11.13500,12.0
11.14500,6.0
11.15500,14.0
11.16500,7.0
11.17500,11.0
11.18500,10.0
11.19500,11.0
11.20500,10.0
11.21500,11.0
11.22500,16.0
11.23500,13.0
11.24500,12.0
11.25500,14.0
11.26500,9.0
11.27500,6.0
11.28500,8.0
11.29500,15.0
11.30500,5.0
11.31500,14.0
11.32500,9.0
11.33500,16.0
11.34500,7.0
11.35500,14.0
11.36500,18.0
11.37500,10.0
11.38500,12.0
11.39500,8.0
11.40500,12.0
11.41500,13.0
11.42500,10.0
11.43500,9.0
11.44500,15.0
11.45500,8.0
11.46500,14.0
11.47500,18.0
11.48500,15.0
11.49500,13.0
11.50500,13.0
11.51500,11.0
11.52500,13.0
11.53500,8.0
11.54500,9.0
11.55500,14.0
11.56500,5.0
11.57500,13.0
11.58500,16.0
11.59500,9.0
11.60500,11.0
11.61500,3.0
11.62500,12.0
11.63500,19.0
11.64500,10.0
11.65500,17.0
11.66500,9.0
11.67500,6.0
11.68500,15.0
11.69500,10.0
11.70500,13.0
11.71500,5.0
11.72500,12.0
11.73500,8.0
11.74500,9.0
11.75500,12.0
11.76500,15.0
11.77500,9.0
11.78500,12.0
11.79500,11.0
11.80500,12.0
11.81500,12.0
11.82500,8.0
11.83500,15.0
11.84500,5.0
11.85500,8.0
11.86500,11.0
11.87500,8.0
11.88500,10.0
11.89500,10.0
11.90500,9.0
11.91500,7.0
11.92500,13.0
11.93500,11.0
11.94500,7.0
11.95500,12.0
11.96500,13.0
11.97500,11.0
11.98500,5.0
11.99500,8.0
12.00500,10.0
12.01500,11.0
12.02500,11.0
12.03500,11.0
12.04500,14.0
12.05500,13.0
12.06500,15.0
12.07500,7.0
12.08500,6.0
12.09500,10.0
12.10500,11.0
12.11500,16.0
12.12500,12.0
12.13500,15.0
12.14500,8.0
12.15500,8.0
12.16500,10.0
12.17500,12.0
12.18500,13.0
12.19500,10.0
12.20500,12.0
12.21500,2.0
12.22500,8.0
12.23500,10.0
12.24500,13.0
12.25500,11.0
12.26500,9.0
12.27500,13.0
12.28500,14.0
12.29500,8.0
12.30500,12.0
12.31500,11.0
12.32500,9.0
12.33500,12.0
12.34500,16.0
12.35500,9.0
12.36500,18.0
12.37500,7.0
12.38500,10.0
12.39500,8.0
12.40500,6.0
12.41500,9.0
12.42500,10.0
12.43500,8.0
12.44500,6.0
12.45500,7.0
12.46500,8.0
12.47500,4.0
12.48500,4.0
12.49500,4.0
12.50500,13.0
12.51500,11.0
12.52500,18.0
12.53500,5.0
12.54500,11.0
12.55500,8.0
12.56500,16.0
12.57500,8.0
12.58500,4.0
12.59500,11.0
12.60500,11.0
12.61500,10.0
12.62500,15.0
12.63500,9.0
12.64500,10.0
12.65500,14.0
12.66500,6.0
12.67500,6.0
12.68500,7.0
12.69500,11.0
12.70500,18.0
12.71500,9.0
12.72500,9.0
12.73500,12.0
12.74500,6.0
12.75500,13.0
12.76500,10.0
12.77500,5.0
12.78500,3.0
12.79500,6.0
12.80500,10.0
12.81500,12.0
12.82500,9.0
12.83500,2.0
12.84500,7.0
12.85500,11.0
12.86500,8.0
12.87500,7.0
12.88500,10.0
12.89500,9.0
12.90500,10.0
12.91500,6.0
12.92500,11.0
12.93500,6.0
12.94500,8.0
12.95500,9.0
12.96500,9.0
12.97500,8.0
12.98500,10.0
12.99500,13.0
13.00500,8.0
13.01500,10.0
13.02500,5.0
13.03500,10.0
13.04500,9.0
13.05500,4.0
13.06500,7.0
13.07500,10.0
13.08500,7.0
13.09500,6.0
13.10500,12.0
13.11500,4.0
13.12500,3.0
13.13500,14.0
13.14500,5.0
13.15500,15.0
13.16500,11.0
13.17500,8.0
13.18500,11.0
13.19500,17.0
13.20500,13.0
13.21500,13.0
13.22500,4.0
13.23500,8.0
13.24500,8.0
13.25500,11.0
13.26500,6.0
13.27500,8.0
13.28500,13.0
13.29500,5.0
13.30500,10.0
13.31500,12.0
13.32500,12.0
13.33500,16.0
13.34500,10.0
13.35500,13.0
13.36500,8.0
13.37500,5.0
13.38500,11.0
13.39500,10.0
13.40500,5.0
13.41500,5.0
13.42500,11.0
13.43500,8.0
13.44500,9.0
13.45500,9.0
13.46500,10.0
13.47500,7.0
13.48500,17.0
13.49500,9.0
13.50500,7.0
13.51500,10.0
13.52500,6.0
13.53500,10.0
13.54500,8.0
13.55500,7.0
13.56500,10.0
13.57500,11.0
13.58500,8.0
13.59500,6.0
13.60500,4.0
13.61500,7.0
13.62500,11.0
13.63500,6.0
13.64500,9.0
13.65500,12.0
13.66500,6.0
13.67500,8.0
13.68500,11.0
13.69500,5.0
13.70500,13.0
13.71500,10.0
13.72500,7.0
13.73500,10.0
13.74500,7.0
13.75500,10.0
13.76500,13.0
13.77500,13.0
13.78500,10.0
13.79500,11.0
13.80500,10.0
13.81500,5.0
13.82500,7.0
13.83500,5.0
13.84500,13.0
13.85500,8.0
13.86500,12.0
13.87500,8.0
13.88500,12.0
13.89500,9.0
13.90500,7.0
13.91500,10.0
13.92500,10.0
13.93500,13.0
13.94500,14.0
13.95500,9.0
13.96500,13.0
13.97500,13.0
13.98500,12.0
13.99500,12.0
14.00500,11.0
14.01500,6.0
14.02500,7.0
14.03500,11.0
14.04500,11.0
14.05500,11.0
14.06500,8.0
14.07500,5.0
14.08500,7.0
14.09500,12.0
14.10500,9.0
14.11500,10.0
14.12500,10.0
14.13500,6.0
14.14500,10.0
14.15500,5.0
14.16500,4.0
14.17500,10.0
14.18500,13.0
14.19500,11.0
14.20500,11.0
14.21500,13.0
14.22500,8.0
14.23500,11.0
14.24500,15.0
14.25500,8.0
14.26500,7.0
14.27500,4.0
14.28500,13.0
14.29500,7.0
14.30500,7.0
14.31500,8.0
14.32500,12.0
14.33500,8.0
14.34500,12.0
14.35500,13.0
14.36500,9.0
14.37500,8.0
14.38500,10.0
14.39500,9.0
14.40500,10.0
14.41500,8.0
14.42500,9.0
14.43500,11.0
14.44500,12.0
14.45500,9.0
14.46500,10.0
14.47500,6.0
14.48500,9.0
14.49500,7.0
14.50500,5.0
14.51500,10.0
14.52500,10.0
14.53500,12.0
14.54500,7.0
14.55500,7.0
14.56500,5.0
14.57500,8.0
14.58500,5.0
14.59500,11.0
14.60500,11.0
14.61500,14.0
14.62500,9.0
14.63500,12.0
14.64500,13.0
14.65500,9.0
14.66500,10.0
14.67500,7.0
14.68500,7.0
14.69500,9.0
14.70500,9.0
14.71500,16.0
14.72500,4.0
14.73500,12.0
14.74500,11.0
14.75500,6.0
14.76500,9.0
14.77500,8.0
14.78500,5.0
14.79500,6.0
14.80500,15.0
14.81500,10.0
14.82500,10.0
14.83500,4.0
14.84500,11.0
14.85500,10.0
14.86500,6.0
14.87500,11.0
14.88500,6.0
14.89500,9.0
14.90500,4.0
14.91500,12.0
14.92500,9.0
14.93500,3.0
14.94500,9.0
14.95500,8.0
14.96500,13.0
14.97500,7.0
14.98500,13.0
14.99500,8.0
